text,sentiment
kasih tip driver kadang error custumer bagi rezeki loh driver jangan hambat rezeki orang kalau jangan serakah,positive
slalu nongol iklan bikin risi,negative
sangat puas layan gojek,positive
aplikasi jelek masa customer gak kirim pesan driver gimana mau komunikasi malah pesan suara jelek kualitas baik dong,negative
kasi drivernya tiap hari bayar ribu dapet order hemat,negative
najis drivernya gamau ambil order kalo pakai yg hemat uda kali coba gilir pakai yg ga diskon lgsg dpt driver kalo ga niat kasi diskon mending gausa sekali,negative
mantapp pokok gojek maju jaya terus,positive
not bad lah,positive
jadi aplikasi sampah ga nunggu driver lama makanya jgn orientasi cari untung aja,positive
suka beli makan pas malam hari,positive
suka buat pesan mam,positive
sering update makin sepi order naik versi bukan makin gacor makin error hahaha,negative
drivernya baik,positive
maaf dl aaya kasi bintang,positive
aman tak kendala,positive
terkadang error waktu tiba,positive
tingkat kan,positive
suka error,negative
sangat mempermudahl,positive
sorry kali lapor di terima karena lapor lihat manusia perlu bicara manusia bukan bot jawab datar you need to improve yourself up,negative
aplikasi suka error gabisa buat buru buru aja baik yg bikin ga nyaman mending aplikasi belah,negative
ongkir nya sekarang mahal,positive
estimasi waktu datang tepat driver baik savety drive sabar senang pakai gojek,positive
jd sangat mudah untk pergi jauh,positive
ko skelas gojek error y tiba pesan sndri awal sya psen gocar dri titik a rumah sya stelah smpai d rumah sya sya lupa selesai jalan apk gojek sya buka apk gojek konfirmasi tiba tiba pesan gocar dari rumah sya balik titik a si driver dekat ke rumah,positive
kalo switch tunai bayar saldo gopay suka susah,negative
the best dahh pokok,positive
sekian lama cakep gan makin sempurna gak berat hp cuman ram nya makin gede masuk aja buat driver nya nyediain uang kembali saldo gopay buat top up gopay langgan soal tak semua langgan duit gan kadang kalau ada kembali langgan rela nahan laper tunda butuh keluarga nya,positive
mantapppp,positive
dukung aplikasi lokal,positive
ahirnya semua cs bakal indri,negative
sen gocar x gak sampai pdahal langsung bayar pakai gopay kesel,negative
sangat guna sekali saya pergi,positive
kereen sekarang gojek,positive
sangat bantu mohon tahan promo gojek nya,positive
lacak lokasi gojek nya bener dong dikibulin bolak balik mulu gakjelas,negative
layan sangat ramah,positive
harga sahabat,positive
selalu tolak pdahal sya guna lama tp selalu memdpat tolak d gopay pinjam x,negative
sempurna,positive
sigesit gojek,positive
jadi makin lot apps nya,negative
helpfull,positive
promo ongkir sama promo makan bisa gabungin,negative
drivernya ga bagus yg suka marah pdhl waktu nunggu menit blum nunggu lama smpe menit udah marah,negative
buat semua customer jgan ngandalin satu aplikasi gojek aja krna gojek skrang ngk dlu yg sekarang customer nya bayar mahal driver nya bayar murah murah nya itu bnyak driver yg ngk mau ambil order blum suspend waktu depat sama driver nya masalah maps rute kalau saran download aja aplikasi skrng udh bnyak kok aplikasi transportasi yg contoh nya grab maxim indriver tetangga ku lalamove shope yg nya,negative
bajak,negative
istimewa,positive
tiap hari anak ku jemput kang ojol buat sekolah terimakasih jadi ojol yg ramah anak anak sd terus kembang jadi yg lebih baik,positive
sangat muas butuh hari hari,positive
bagaimana cara henti langgan gojek kuota sering potong hilang otomatis,negative
seringkali beli lalu go tagih tulis hasil tp saldo masuk chat cs respon cs lambat tidak tangan yg beri solusi bantu putar putar saldo tidak di refund,negative
bagus cepat nyaman,positive
sering pes x order di baik sistem aplikasi kasihan drivernya,positive
sangan senang,positive
gua pakai aplikasi telat sekolah mulu karna gak driver dapat nya lama,negative
makin sering dipake malah makin mahal,negative
aplikasi keren banyak promo selalu tepat waktu sangat mudah guna top,positive
sangat batu layan profesional,positive
sangat bantu saat ajar waktu,positive
sangat bagus suka cepat ribet tinggal sat set beres,positive
drevernya sopan tampil rapi tingkat bersih kostum mu,neutral
sangat baguss sekali,positive
senang,positive
cari driver nya lama banget,positive
ongkir gak ngotak mahal sekali gak rekomen buat dang mending,negative
driver ga dapat bujang,negative
aplikasi top lengkap no ngelag pokok jos deh,positive
koin aja korupsi buat keluarga,negative
kalo bikin iklan jangan langsung buka play store jadi percuma tombol skip klo langsung masuk play store ksh bintang biar baca,positive
buy indonesia,positive
coba kontrol motor drivernya kadang byk yg tdk sesuai,positive
bagusss rekomen banget cepet ga ribet,positive
tarif gofood gk ngotak upmarket bgtt klo mau mark up hrga menu yg logis lah,negative
welek iklan pas main game tiba tiba play store,negative
jemput tepat waktu ramah drivernya,positive
pernah sen gojek car mud jutek lngsung unistal,negative
oke banget trims,positive
ga pernh kecewa lama nge trip,positive
solusi baik tengah macet crowd nya waktu hidup jakarta,positive
always pakai gojek,positive
sudah malas gojek pinjam harus chat wa nada ancam padahal blm lewat jam bayar,negative
mulai hari gamau pake apk gojek,negative
trimakasih atasl layan,positive
update app nya maksa kalau gk update gak masuk,neutral
verifikasi wajah sangat sulit minta bantu lewat apk dg syarat poto selfi poto ktp transaksi terkahir lengkap waktu tanggal iya klo ingat transaksi akhir ngapain begitu di ingat kan nggk penting banget,negative
sdh g tk pke lg apk ne krn aneh kl sen driver psti dptny yg jauh pdhl yg deket byk bgt mending apk sblh psti dpt dekat g buang wktu,negative
just josss,positive
jos mantap,positive
harga mahal cekik,negative
mantap,positive
okek rekomedret,positive
promonya kurang banyakin donk promo goridenya sekarang gopay coin gocat sedikit dapat belum kan gede dapat kok nurun sih min,positive
banyak tuh driver lo nakal main aplikasi jadi datang nya jauh lebih lambat lagi urgent kirim barang di tunggu malah ambil order,positive
sering susah nyari drivernya payah,neutral
the best sih fitur semua lengkap,positive
lambat sen gofood jam kgk anter otomatis batal,negative
sen cuma porsi makan gopay harga makan sama ongkirnya sama jadi bayar doble makan dapet diskon ongkir banyak syarat gak aplikasi belah banyak disko harap pihak goofood jangan terlalu lah masa harga makan k sama ongkir sama mahal saya,negative
apk nya gabisa serach makan selalu muncul internet mati padahal internet normal aja,neutral
promo nya makin kesini makin ga jelas masa beli gofood pake promo sama gak pake promo tetep sama harga nya hahaha kocak mending shopee food jelas promo nya,negative
makin kesini makin susah driver bnyak driver yg pilih order,negative
promonya sedikit,positive
gojek punya banyak fitur goride gofood gopay tapi kadang asa berat hp tentu kalau optimal biar lebih ringan alam guna bakal makin nyaman,positive
mahal kali ongkos stasiun kereta api turun kan napa gojek,negative
mantap,positive
gak jelas,negative
bagus sukak harga mayan lah walau gitu harga kualitas,positive
makin lama sistem aneh apknya suka bug better grab jauh,negative
sangat bantu keren sekali,positive
mantap terima kasih gojek,positive
tiap mau pesan gofood pake gopay gkpernah bener tentuin jumlah nominal buat top up misal harga barang sisa gopay jd top up pas uda top up malah msh bayar cash gmnsih jdnya kan sm aja bohong banget,negative
mohon tingkat kualitas driver nya karna sudah alih aplikasi,positive
gojek mantap,positive
uda buat lapor uda tunggu hari mas tidak di pake selesai buat apa cs gopay tp mas tidak selesai jg uda hari,negative
display detail peta pick up ga tampil,negative
buy indonesian sell singapore,positive
enak sich sayang lupa kasih kecambah padahal pesan porsi sediiih packing kurang teliti pdhal order lewat gojek,positive
urus kirim dokument jadi cepat,positive
mantap nyaman,positive
aplikasi nya sangat bagus,positive
alus pokona mah,positive
sangat bagus cepat,positive
benar bagus apk nya iklan nge ganggu bgt hp ku jadi nge lag mulu gara gara ga sengaja ngebuka apk nyadari iklan,negative
alhamdulillah tepat waktu gk nunggu lama,positive
suruh install terussss,negative
baguss banget aplikasi nyasa,positive
alam pakai gojek lumayan baik sangat bantu jg layan rmah,positive
aplikasi argo paling mahal antara laen paling ambil untung antara laen,negative
terimakasih gojeg sangat batu mudah tranfortasi umum makan,positive
min coba rambah olshop sama ekspedisi biar semua harus luar shope lazada apa lah luar semua saran aja,positive
so far so good knp tiap pake apk hp asa berat banget kalo dipake main go cat entah emang hp yg udh ga support emang size apknya yg gede bgt,positive
paylater di tolak padahal rating transaksi banyak,negative
gojek aplikasi baik,positive
layan bagus lebih murah mantap,positive
banyak promo tarik nya,positive
adik kena leceh seksual naik ojol,negative
mantap poko,positive
aplikasi nya kadang suka ngebug ya sen goofod,negative
driver erti,positive
pdhl akun baru gaperna dipake uda gaada diskon promo gedegedean akun lama uda gaperna diskon promo,negative
mantap enak,positive
tidak perlu capek capek keluar rumah makasih buat driver gofood selalu buat,positive
lama selalu pake gojek buat mana akhir akhir susah cari driver apa karna ongkos nya murah kan udah diskon gojek kenapa banyak driver yg ga mau ini solusi gimana,positive
mudah senang,positive
aplikasi kikir ongkir mahal harga makan lebih lebih harga asli toko,negative
best made in indonesia,positive
yth pt gojek adakan nanga bulik dong jangan cuma kota besar aja kutambai bintang,neutral
waktu antar cepat sekali,positive
paket sameday multi instant jangan gede gede ongkir murah motor jadi rusak,positive
gabisa dipake gofood,negative
gojek jadi aplikasi wajib hp fiturnya lengkap mau pergi kirim barang order makan tinggal buka satu aplikasi proses cepat bayar gampang layan muas,positive
gasuka layan,neutral
drivernya ada sopan mau cancel enggak konfirmasi,negative
admin sekarang bisa lihat posisi driver kirim makan,negative
layan muas,positive
sip josjis,positive
driver yg tiba tiba batalin pas udah deket sampe lokasi kasih punishment udah nungguin lama malah dicancel mksh,neutral
alhamdulillah pakai gopay later lebih murah terima kasih gojek,positive
mantab puas,positive
update terus kalau ga update ga mau buk paylater pinjam padahal bayar tepat waktu tpi tiba tiba ga guna parahh ga jelas,negative
mantap cepat kirim enak rasa meski gak murah tarif,positive
aplikasi makin ksini makin aneh padahal driver yg dekat banyak ntah ambil jauh beda banget dri aplikasi ojol lain apa lah guna driver jauh datang,negative
andal pokok lah,positive
gooooddd,positive
terlalu mahal biaya tangan,neutral
apk sampah gw tadi nungguin gojek malah tolak tau tau jauh ngejemput nya gw kasih tau kalo buat apk jangan nyusahin peng gojek apa untuk tumpang cape cape kerja malah kasih order yg jauh terus hbis kasihan juga yg nungguin lama lama tau tau gak dateng gegara ngejemput nya jauh,negative
merasah kecewa aplikasi pesan goride dapat driver yg jauh posisi padahal dekat saya sekitar ratus meter banyak driver yg tunggu order,negative
kecewa aplikasi laku beli pulsa besar rp tanggal juni status proses hingga tanggal juni status transaksi baru nyata hasil telah hasil pulsa masuk hingga hari tanggal juni saldo sudah potong saya sudah hubung cs lewat email juga no respon jadi pikir yang mau transaksi jika ada masalah sulit cari solusi,negative
ampun pertama kali beli hape langsung d ajarin anak cara pake hape pake akun anak nelum tahu cara buat akun langsungg donlod gojek mantapp sekali sen makanam buat arisan cepet ajaib sekali jalan jalam mudah tinggal pesan usah panas panas sangatt mantappp,positive
woy gojek knp tiap gua order gofood slalu dpt driver nya lama banget itu knp gopay pinjam gak akses gua mau bayar cicil jd susah banget,negative
aplnya sangat bagus ada ganggu sama sekali trims untuk aplnya,positive
aplikasi lot minta ampun tiap mau beli tiket go transit buka qr tiket padahal sinyal oke oke aja buka aplikasi tp buat buka gojek lot parah haduh,negative
sangat cepat mudah guna layan aplikasi sehingga guna gojek rasa bantu,positive
rasa bantu saat ingin pergi jauh tidak yg mngantar rasa bantu ad nya aplikasi,positive
mantap,positive
lama lama males pake gojek harga lebih mahal grab driver suka se enak nya gak datang alas bocor lah apa lah saling butuh cari duit jangan pilih pilih lah sy slalu kasih tips driver nya nyebelin suka sengaja makin jauh jauhin biar apa kesal gw,negative
good app,positive
cinta produk lokal guys,positive
easy more job,positive
skrg aplikasi ga bangettttt masa jam lebih g dpt driver pdhl g pke kirim hemat gimanasi gaada baik drivernya abis di gojek sampe se gaaada,positive
order selalu tolak nungguin jam akhir akhir nya tolak apk lawak,negative
mantap trus apknyaaa,positive
mantap sangat bantu aktivitas mana saya pergi waktu mulai desak terima kasih banyak tingkat terus gojek,positive
sesuai harap,positive
suka eror mau pesan makan mau ngurangin pilih malah gabisa misal pesan porsi trus mau pesan aja otomatis rangin mlah gabisa kurang kurang al hasil ga jadi mesen,neutral
gojek is the best,positive
depan kasih diskon,positive
tiba gabisa pake promo apa meski udh langgan kata penyalahgunaan tp tanya apa jawab apa tiba banding tolak parah bgt bagai guna lama bgt rasa kecewa dgn putus pihak ada alas solusi apa,negative
drivernya,negative
driver suka lama ini baik,negative
nunggu makan jam tau dibatalin krna ga driver,negative
aduhhhhhh sekarang susah gojek nih mau beli apa ga yg nyantol drivernya tidur mungkin yaa,negative
kok aplikasi ilang,positive
buat admin gopay laternya kenapa tiba tiba blokir padahal bayar ga pernah telat banyak keluh saya baca gopaylater di benar sistem,negative
